# Program:featureCounts v2.0.3; Command:"/home/nilmbb/dmalcov/vigna/subread-2.0.3-source/bin/featureCounts" "-p" "--countReadPairs" "-t" "exon" "-g" "gene_id" "-a" "v6.gtf" "-o" "VR4R1counts.txt" "alignments/VR4R1/VR4R1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/VR4R1/VR4R1Aligned.sortedByCoord.out.bam
gene:Vradi01g00950	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	1604983;1607102;1607767;1607773;1608393;1610818;1610981;1611336;1611689;1612327;1612660;1612981;1613285;1613536;1614196	1605518;1607194;1607791;1608036;1610707;1610879;1611112;1611473;1611862;1612416;1612889;1613134;1613427;1613642;1614203	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4452	400
gene:Vradi01g00960	CM003504.1;CM003504.1;CM003504.1	1607777;1608393;1608708	1608036;1608545;1609973	+;+;+	1679	0
gene:Vradi01g00970	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	1652850;1652850;1653635;1653635;1654371;1654389;1656302;1656302;1656647;1656647;1657342;1657342;1657562;1657562;1658083;1658083	1653535;1653535;1654127;1654127;1654424;1654424;1656562;1656562;1656699;1656699;1657465;1657465;1657816;1657816;1659472;1659472	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3316	703
gene:Vradi01g00980	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	1665565;1666137;1667103;1667554;1667853;1668105;1668780;1675017	1665678;1666220;1667273;1667772;1667941;1668251;1668879;1675447	+;+;+;+;+;+;+;+	1355	267
gene:Vradi01g00990	CM003504.1	1681868	1683007	-	1140	399
gene:Vradi01g01000	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	1699744;1700104;1700315;1700956;1701409;1701671;1702317;1709385;1709685;1709853;1710485;1711114;1711350;1712790	1699992;1700169;1700428;1701184;1701567;1701822;1702473;1709596;1709750;1709966;1710731;1711272;1711501;1713261	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2548	678
gene:Vradi01g01010	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	1728869;1729277;1729678;1729939;1731027;1731363;1732081;1732895;1733226	1729126;1729540;1729827;1730072;1731240;1731508;1732308;1733107;1733684	+;+;+;+;+;+;+;+;+	2066	531
gene:Vradi01g01020	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	1746208;1746616;1747017;1747278;1748692;1749024;1749319;1750089;1750484	1746465;1746879;1747166;1747411;1748905;1749169;1749546;1750313;1750850	+;+;+;+;+;+;+;+;+	1986	37
gene:Vradi01g01030	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	1771562;1771936;1772339;1772685;1773422;1773755;1774079;1774828;1775172	1771799;1772199;1772488;1772818;1773635;1773900;1774306;1775040;1775523	+;+;+;+;+;+;+;+;+	1939	5
gene:Vradi01g01040	CM003504.1	1778836	1779390	+	555	457
gene:Vradi01g01050	CM003504.1	1782136	1782690	-	555	41
gene:Vradi01g01060	CM003504.1;CM003504.1;CM003504.1	1783109;1785111;1785911	1784075;1785285;1785972	-;-;-	1204	4
gene:Vradi01g01070	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	1788139;1789093;1793465;1794729;1794950	1788788;1793375;1793836;1794780;1795014	-;-;-;-;-	5422	6338
gene:Vradi01g01080	CM003504.1;CM003504.1	1810819;1812383	1811349;1813984	+;+	2133	34
gene:Vradi01g01090	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	1820495;1820639;1820817;1821129;1821327;1821537	1820553;1820727;1821041;1821174;1821468;1821650	+;+;+;+;+;+	675	94
gene:Vradi01g01100	CM003504.1;CM003504.1;CM003504.1;CM003504.1	1839599;1840486;1840898;1841568	1840177;1840794;1841302;1842559	+;+;+;+	2285	3742
gene:Vradi01g01110	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	1844731;1844919;1845592;1846455;1846876;1847426;1847589;1848061;1848244;1848484	1844820;1845033;1845750;1846538;1846959;1847512;1847732;1848168;1848295;1848715	+;+;+;+;+;+;+;+;+;+	1155	72
gene:Vradi01g01120	CM003504.1;CM003504.1;CM003504.1;CM003504.1	1849702;1851184;1852067;1852422	1849992;1851237;1852126;1852550	+;+;+;+	534	2342
gene:Vradi01g01130	CM003504.1;CM003504.1;CM003504.1;CM003504.1	1866858;1867038;1867941;1868626	1866911;1867070;1868277;1868810	+;+;+;+	609	400
gene:Vradi01g01140	CM003504.1;CM003504.1	1873895;1874168	1874096;1874298	-;-	333	0
gene:Vradi01g01150	CM003504.1;CM003504.1	1894902;1895996	1895842;1896056	+;+	1002	1380
gene:Vradi01g01160	CM003504.1;CM003504.1	1907229;1907823	1907239;1909470	-;-	1659	298
gene:Vradi01g01170	CM003504.1;CM003504.1;CM003504.1;CM003504.1	1921803;1922325;1923789;1924418	1921910;1922777;1924049;1924681	+;+;+;+	1086	236
gene:Vradi01g01180	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	1925391;1925575;1926232;1926546;1928589;1929256	1925435;1925635;1926402;1926595;1928821;1929352	-;-;-;-;-;-	657	1571
gene:Vradi01g01190	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	1939775;1940477;1941496;1941875;1942447;1943048;1943490;1943734;1945884;1946087;1948273;1951573;1951912;1952169;1952563;1952966;1955628;1955769;1956617;1957035;1957274;1958564;1958765;1960657	1940363;1940607;1941724;1942363;1942506;1943337;1943646;1944027;1946014;1946615;1948688;1951704;1952068;1952417;1952817;1953619;1955684;1955828;1956906;1957191;1957567;1958694;1959296;1961362	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6989	2196
gene:Vradi01g01200	CM003504.1	1967613	1967903	+	291	5
gene:Vradi01g01210	CM003504.1	2087546	2087989	+	444	0
gene:Vradi01g01220	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2112172;2113366;2113570;2115844;2116555;2117375	2113194;2113398;2114084;2116061;2117219;2117442	-;-;-;-;-;-	2522	491
gene:Vradi01g01230	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2139873;2140238;2140998;2141206;2141394;2141537;2141910;2142147;2143891;2144068;2144419;2145142;2145316;2145572;2145891	2140127;2140335;2141098;2141284;2141454;2141583;2142002;2142237;2143939;2144328;2144566;2145234;2145384;2145614;2146207	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1805	265
gene:Vradi01g01240	CM003504.1;CM003504.1;CM003504.1;CM003504.1	2148750;2152372;2152739;2154134	2151482;2152404;2152888;2154673	-;-;-;-	3456	605
gene:Vradi01g01250	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2166473;2168138;2169185;2169460;2170220	2166976;2168402;2169283;2169678;2170463	+;+;+;+;+	1331	896
gene:Vradi01g01260	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2172922;2178977;2179643;2180774;2180966	2173973;2179486;2179786;2180840;2180980	-;-;-;-;-	1788	764
gene:ENSRNA050006022	CM003504.1	2176622	2176709	+	88	99
gene:Vradi01g01270	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2183023;2183023;2183665;2183665;2183872;2183872;2184153;2184153;2184414;2184414;2184661;2184661;2184883;2184883;2185063;2185063;2185347;2185347;2185865;2185865;2186047;2186047;2187394;2187394;2187853;2187853;2188125;2188125;2188371;2188371;2188794;2188794;2188919;2188919;2190132;2190132;2191005;2191005;2191370;2191374;2191654;2191792;2191827;2192117;2192117;2192891;2192891;2193101;2193101	2183533;2183533;2183714;2183714;2183983;2183983;2184316;2184316;2184584;2184584;2184799;2184799;2184980;2184980;2185145;2185145;2185683;2185683;2185947;2185947;2186715;2186715;2187635;2187635;2187912;2187912;2188279;2188279;2188564;2188564;2188823;2188823;2188994;2188994;2190268;2190268;2191084;2191287;2191546;2191578;2191752;2192007;2192007;2192320;2192320;2192975;2192975;2193466;2193466	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4773	2443
gene:Vradi01g01280	CM003504.1;CM003504.1;CM003504.1	2203227;2203432;2203661	2203356;2203581;2203683	+;+;+	303	68
gene:Vradi01g01290	CM003504.1;CM003504.1;CM003504.1;CM003504.1	2221578;2222446;2223161;2223400	2221766;2222496;2223317;2223506	-;-;-;-	504	1
gene:Vradi01g01300	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2232624;2234477;2235132;2236895;2237531;2238458;2238732;2238895	2234392;2234936;2235391;2237435;2237988;2238636;2238786;2239298	-;-;-;-;-;-;-;-	4126	1079
gene:Vradi01g01310	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2260460;2260848;2261261;2262521;2263275;2263567;2263766	2260708;2261031;2261524;2263075;2263385;2263657;2264272	-;-;-;-;-;-;-	1961	438
gene:Vradi01g01320	CM003504.1;CM003504.1;CM003504.1;CM003504.1	2281894;2282510;2287163;2288005	2282331;2283813;2287339;2288144	-;-;-;-	2059	46
gene:Vradi01g01330	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2291735;2292105;2292358;2292721;2292878;2293692;2293844;2294786;2294924;2295591;2296090;2296278;2296498;2296985;2297232;2297434;2297619;2298007;2298193;2298460;2298612;2299820	2291785;2292212;2292447;2292789;2292931;2293765;2293907;2294839;2294980;2295657;2296150;2296399;2296546;2297052;2297274;2297530;2297774;2298054;2298274;2298536;2298706;2300101	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1868	1009
gene:Vradi01g01340	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2303495;2303716;2303880;2304098;2304305;2304577;2304944;2306732;2307083;2307305;2307692;2308002;2308250;2309028;2309346;2309687;2309869;2311026;2311269;2311562;2311776;2315212;2315440;2315744;2316229;2316984;2317200;2317558;2317772;2318029;2322869;2323752;2323875;2324059;2324255;2324989;2325315;2326606;2327030;2328978;2329992;2330494;2330739;2330883;2331070;2331273;2331571;2332238;2333398;2335636;2336079;2336291;2336561;2337282;2339171;2339397;2339682;2339816;2340038;2340204;2342960;2343559;2344374;2344605;2345729;2346126;2346411;2346731;2347272;2347955	2303675;2303797;2304005;2304196;2304484;2304858;2306644;2306938;2307226;2307610;2307916;2308160;2308468;2309270;2309572;2309790;2310026;2311182;2311337;2311675;2311841;2315350;2315515;2315913;2316310;2317106;2317424;2317656;2317945;2318166;2322958;2323794;2323963;2324144;2324390;2325240;2325400;2326807;2328541;2329858;2330199;2330658;2330804;2330972;2331170;2331371;2331727;2332311;2333548;2335884;2336183;2336486;2336625;2339093;2339296;2339573;2339738;2339950;2340122;2340303;2343082;2343634;2344493;2344714;2345910;2346323;2346646;2346797;2347588;2348262	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	15607	224
gene:Vradi01g01350	CM003504.1	2361942	2363762	+	1821	1604
gene:Vradi01g01360	CM003504.1;CM003504.1;CM003504.1;CM003504.1	2388019;2388410;2388898;2389486	2388178;2388516;2389134;2389560	+;+;+;+	579	523
gene:Vradi01g01370	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2440762;2446222;2446541;2447483;2447877;2448287;2449199;2449931;2450806	2442234;2446463;2447360;2447706;2448193;2448546;2449335;2450007;2451059	-;-;-;-;-;-;-;-;-	3804	1699
gene:Vradi01g01380	CM003504.1;CM003504.1	2471446;2472349	2471652;2474615	+;+	2474	1413
gene:Vradi01g01390	CM003504.1	2502389	2502970	+	582	3
gene:Vradi01g01400	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2504365;2505202;2505617;2505821;2505960;2506189;2506971;2507310;2507463	2504554;2505368;2505715;2505889;2506100;2506278;2507138;2507385;2508059	+;+;+;+;+;+;+;+;+	1597	221
gene:Vradi01g01410	CM003504.1;CM003504.1;CM003504.1	2511540;2512705;2512918	2512066;2512828;2512995	-;-;-	729	0
gene:Vradi01g01420	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2531225;2532571;2532852;2533104;2533618	2532093;2532678;2532975;2533144;2533914	-;-;-;-;-	1439	225
gene:Vradi01g01430	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2550878;2551480;2552526;2552752;2554089	2551364;2551698;2552688;2552906;2554849	-;-;-;-;-	1785	123
gene:Vradi01g01440	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2578987;2579419;2583247;2584253;2584892;2585149;2585494;2586450;2586896	2579337;2579602;2583347;2584371;2585084;2585176;2585595;2586712;2587475	+;+;+;+;+;+;+;+;+	1921	194
gene:Vradi01g01450	CM003504.1	2610109	2611428	-	1320	8
gene:Vradi01g01460	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2627475;2628167;2628946;2629653;2629902;2630292;2630467;2630694;2630911;2631077;2631344;2632119;2632425;2632929	2628076;2628245;2629051;2629798;2630099;2630384;2630553;2630802;2631005;2631160;2631480;2632224;2632610;2633177	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2277	2151
gene:Vradi01g01470	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2637760;2638748;2638975;2639253;2639731	2638416;2638844;2639066;2639373;2640829	-;-;-;-;-	2066	3357
gene:Vradi01g01480	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2653565;2655043;2655251;2655543;2655784;2656810	2654546;2655166;2655387;2655678;2656154;2657441	-;-;-;-;-;-	2382	364
gene:Vradi01g01490	CM003504.1	2663854	2664360	+	507	4
gene:Vradi01g01500	CM003504.1	2677025	2677633	+	609	262
gene:Vradi01g01510	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2678439;2678439;2679185;2679185;2679444;2679444;2679725;2679725;2680012;2680012;2680356;2680383;2680555;2680555;2680729;2680729;2681055;2681055;2681630;2681630;2681878;2681878;2682066;2682066;2682326;2682326;2682528;2682528;2682741;2683413;2683413;2683684;2683684;2684058;2684058;2684374;2684374;2685295;2685295	2678800;2678800;2679363;2679363;2679626;2679626;2679910;2679910;2680172;2680172;2680464;2680464;2680587;2680587;2680967;2680967;2681219;2681219;2681774;2681774;2681982;2681982;2682188;2682188;2682445;2682445;2682947;2682647;2682947;2683592;2683592;2683818;2683818;2684195;2684195;2684505;2684505;2685512;2685512	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3333	1567
gene:Vradi01g01520	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2697714;2697714;2698377;2698377;2698585;2698585;2699067;2699067;2699398;2699398;2700080;2700080;2701369;2701369;2702604;2702604;2703223;2703223;2705465;2705465;2705676;2705676;2706100;2706100;2706248;2706248;2707009;2707009;2708171;2708171;2709358;2709358;2709533;2709533;2711462;2711462;2714502;2714502;2714717;2714717;2715290;2715290;2716908;2716908;2717593;2717593;2717838;2719072;2719590;2719763;2720888;2720888;2721182;2721182	2698093;2698093;2698451;2698451;2698752;2698752;2699124;2699124;2699408;2699408;2700151;2700151;2701435;2701435;2702845;2702845;2703348;2703348;2705527;2705527;2705758;2705758;2706142;2706142;2706403;2706403;2707084;2707084;2708241;2708241;2709457;2709457;2709754;2709754;2711547;2711547;2714594;2714594;2714821;2714821;2715360;2715360;2717061;2717061;2717695;2717695;2717881;2719107;2719673;2719806;2720947;2720947;2721205;2721205	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2917	126
gene:Vradi01g01530	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2727340;2727863;2728649;2729120;2729685;2730030;2730228;2730786;2731301;2731549;2731703;2731867;2732498;2732719;2733796;2734205;2734349;2735033	2727417;2727904;2728747;2729197;2729767;2730129;2730299;2730881;2731379;2731639;2731757;2731961;2732636;2732853;2733909;2734264;2734474;2735246	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1756	130
gene:Vradi01g01540	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2762204;2763224;2763745;2764058;2764418;2764624;2765700;2766397;2768127;2768629	2762554;2763319;2763950;2764291;2764556;2764836;2765905;2766496;2768344;2768876	+;+;+;+;+;+;+;+;+;+	2011	9
gene:Vradi01g01550	CM003504.1;CM003504.1;CM003504.1	2772663;2773029;2774099	2772929;2773320;2774806	-;-;-	1267	0
gene:Vradi01g01560	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2784927;2785780;2786233;2788032;2788805	2785355;2785835;2786348;2788472;2788848	+;+;+;+;+	1086	980
gene:Vradi01g01570	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2801694;2802007;2809048;2809966;2811865;2812914	2801850;2802394;2809638;2810069;2812712;2813312	+;+;+;+;+;+	2487	1025
gene:Vradi01g01580	CM003504.1;CM003504.1	2830077;2830570	2830381;2830725	+;+	461	6
gene:Vradi01g01590	CM003504.1	2832686	2833465	+	780	11
gene:ENSRNA050006019	CM003504.1	2837134	2837215	+	82	32
gene:ENSRNA050006024	CM003504.1	2837475	2837558	+	84	13
gene:ENSRNA050006014	CM003504.1	2837651	2837744	+	94	19
gene:Vradi01g01600	CM003504.1;CM003504.1;CM003504.1;CM003504.1	2846302;2854312;2854955;2855319	2847746;2854663;2855248;2855856	-;-;-;-	2629	503
gene:Vradi01g01610	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2883432;2883668;2884210;2884415;2884971	2883449;2883914;2884353;2884698;2885081	+;+;+;+;+	804	29
gene:Vradi01g01620	CM003504.1;CM003504.1;CM003504.1	2889994;2890751;2891067	2890405;2890996;2891605	-;-;-	1197	18
gene:ENSRNA050006021	CM003504.1	2896648	2896729	+	82	0
gene:ENSRNA050006020	CM003504.1	2897155	2897247	+	93	0
gene:Vradi01g01630	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2904117;2905619;2905869;2906037;2906631;2908281;2908421;2908702;2909552	2904237;2905748;2905955;2906094;2906735;2908338;2908596;2908762;2910136	+;+;+;+;+;+;+;+;+	1381	856
gene:Vradi01g01640	CM003504.1;CM003504.1;CM003504.1	2911424;2912020;2912898	2911917;2912149;2913651	+;+;+	1378	12
gene:Vradi01g01650	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2920894;2921479;2921937;2922258;2922611;2922930;2923536;2924791	2921183;2921601;2922131;2922386;2922773;2923065;2923757;2924962	-;-;-;-;-;-;-;-	1430	829
gene:Vradi01g01660	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	2942542;2942918;2943649;2945318;2945530;2945890;2946410;2946605;2946982	2942823;2943018;2943750;2945422;2945634;2946034;2946525;2946661;2947062	+;+;+;+;+;+;+;+;+	1094	514
gene:Vradi01g01670	CM003504.1	2951471	2951806	+	336	20
gene:Vradi01g01680	CM003504.1;CM003504.1;CM003504.1	2967419;2968199;2969882	2967941;2968832;2970524	+;+;+	1800	1428
gene:Vradi01g01690	CM003504.1;CM003504.1;CM003504.1	2988466;2989741;2993566	2988981;2989877;2993734	-;-;-	822	0
gene:Vradi01g01700	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	3008862;3009923;3010352;3010623;3010965;3011617;3012054	3008973;3010218;3010487;3010682;3011066;3011891;3012149	+;+;+;+;+;+;+	1077	1
gene:Vradi01g01710	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	3023159;3027019;3028791;3031194;3032692	3026730;3027269;3029381;3032463;3033591	+;+;+;+;+	6584	122
gene:Vradi01g01720	CM003504.1;CM003504.1	3035621;3037918	3037638;3038038	-;-	2139	441
gene:Vradi01g01730	CM003504.1;CM003504.1;CM003504.1	3063922;3064311;3064527	3064173;3064440;3065226	+;+;+	1082	260
gene:Vradi01g01740	CM003504.1;CM003504.1	3096306;3097870	3096366;3098045	+;+	237	107
gene:Vradi01g01750	CM003504.1;CM003504.1;CM003504.1	3132754;3133205;3139262	3132929;3133416;3139338	-;-;-	465	748
gene:Vradi01g01760	CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1;CM003504.1	3171942;3172705;3172923;3174594;3174862;3175429;3175576;3175827;3176024;3176234;3176965;3180420;3180922;3181324;3181660;3181825;3182185;3182344;3182543;3182788;3184137;3184505;3184682;3185271	3172213;3172794;3173024;3174770;3174992;3175507;3175733;3175902;3176152;3176378;3177095;3180578;3181230;3181500;3181743;3182034;3182274;3182465;3182698;3182800;3184271;3184592;3184754;3185669	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3505	383
